pnum,stntype,stnstatus,opstatus,sitecity,sitestate,region,lat,lon,elev,project,networks,multi_types,is_realtime,mean_latency_last_hour,mean_latency_last_day,data_complete_last_day,data_complete_last_hour,status
AV24,GPS,Installed,Operable,"Cape Sarichef",AK,AK,54.589982747474636,-164.75480502142543,481.826479257238,USGS,,"GPS, Tiltmeters",0,,,,,OK
AV25,GPS,Installed,Operable,"Cape Sarichef",AK,AK,54.530001163935346,-164.77950013392132,652.0514394057165,USGS,,"GPS, Tiltmeters",0,,,,,"Status Unavailable"
AV26,GPS,Installed,Operable,"Cape Sarichef",AK,AK,54.57165304730713,-164.58046483507047,577.7204242779239,USGS,,"GPS, Tiltmeters",0,,,,,OK
AV27,GPS,Installed,Operable,"Cape Sarichef",AK,AK,54.49234836401307,-164.7231648797395,978.0392839995453,USGS,,"GPS, Tiltmeters",0,,,,,OK
AV29,GPS,Installed,Operable,"Cape Sarichef",AK,AK,54.47235068993967,-164.58615006675907,972.0086975924064,Other,Other,"GPS, Tiltmeters",0,,,,,"Status Unavailable"
AV34,GPS,Installed,Operable,"False Pass",AK,AK,54.724907153935796,-163.71292012858822,636.4441264901556,USGS,,GPS,0,,,,,OK
AV35,GPS,Installed,Operable,"Cape Sarichef",AK,AK,54.84669304342845,-164.3869172086043,647.0189196329593,USGS,,GPS,0,,,,,OK
AV36,GPS,Installed,Operable,"False Pass",AK,AK,54.77179251838517,-164.12680471357808,648.4383521257604,USGS,,"GPS, Tiltmeters",0,,,,,OK
AV37,GPS,Installed,Operable,"False Pass",AK,AK,54.70937809225988,-163.9972355676878,796.0856857234871,USGS,,"GPS, Tiltmeters",0,,,,,OK
AV38,GPS,Installed,Operable,"False Pass",AK,AK,54.83146697515516,-163.78087448982293,492.3547024604595,USGS,,GPS,0,,,,,OK
AV39,GPS,Installed,Operable,"False Pass",AK,AK,54.811340066580875,-163.99846726076208,797.4063490493977,USGS,,"GPS, Tiltmeters",0,,,,,OK
AV40,GPS,Installed,Operable,"False Pass",AK,AK,54.6445353440448,-163.74296839205437,413.97418317272763,USGS,,GPS,0,,,,,OK
AVN2,BSM,Installed,Operable,,,N/A,36.53212,-96.081021,261,PBO,"NOTA, PBO","Borehole Strainmeters",0,,,,,"Status Unavailable"
AVRY,GPS,Installed,Operable,"Apple Valley",CA,SW,34.468302221775346,-117.15397563807994,888.9336549936984,PBO,"NOTA, PBO",GPS,1,1109,1295,51,64,OK
AZRY,GPS,Installed,Operable,Anza,California,SW,33.540074393804346,-116.62970192639435,1265.7200710282298,USGS,,GPS,1,-1,-1,100,100,OK
AZU1,GPS,Installed,Operable,Azusa,CA,SW,34.12602069369435,-117.8964925802027,144.76111902773914,PBO,"NOTA, PBO",GPS,1,6,27,100,100,"Status Unavailable"
B001,BSM,Installed,Operable,Sequim,WA,RegB,48.04307,-123.13141,237,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B003,BSM,Installed,Operable,"Floe Quarry",WA,RegB,48.06236,-124.14086,284.6646,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B004,BSM,Installed,Operable,Sekiu,WA,RegB,48.20193,-124.42701,30,PBO,"NOTA Affiliated, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B005,BSM,Installed,Operable,"Port Angeles",WA,RegB,48.059549,-123.503278,302.7,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B006,BSM,Installed,Operable,"Port Angeles",WA,RegB,48.0588,-123.5008,302,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B007,BSM,Installed,Operable,"Port Angeles",WA,RegB,48.05758,-123.50411,293,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B009,BSM,Installed,Operable,Sidney,BC,RegA,48.64867,-123.45117,15,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B010,BSM,Installed,Operable,Sidney,BC,RegA,48.65017,-123.45133,5,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B011,BSM,Installed,Operable,Sidney,BC,RegA,48.64954,-123.44819,22,PBO,"NOTA, PBO","Borehole Strainmeters",0,,,,,"Status Unavailable"
B012,BSM,Installed,Operable,Ucluelet,BC,RegA,48.92463,-125.54198,13,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B013,BSM,Installed,Operable,Seattle,WA,RegB,47.813,-122.9108,75.3,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B014,BSM,Installed,Operable,"Olympic NP",WA,RegB,47.5133,-123.8125,64.7,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B017,BSM,Installed,Operable,Montesano,WA,RegB,46.996,-123.5575,33.9,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B018,BSM,Installed,Operable,Olympia,WA,RegB,46.9795,-123.0203,10,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B019,BSM,Installed,Operable,Raymond,WA,RegB,46.6527,-123.6518,9,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B020,BSM,Installed,Operable,Naselle,WA,RegB,46.3827,-123.8445,31.2,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B022,BSM,Installed,Operable,Seaside,OR,RegB,45.95461,-123.93105,10,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B023,BSM,Installed,Operable,Claskanie,OR,RegB,46.1112,-123.0787,177.4,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B024,BSM,Installed,Operable,Nehalem,OR,RegB,45.6378,-123.8558,37.7,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B026,BSM,Installed,Operable,Cloverdale,OR,RegB,45.309351,-123.823049,232,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B027,BSM,Installed,Operable,Lebanon,OR,RegB,44.497333,-122.962167,216,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B028,BSM,Installed,Operable,Lebenon,OR,RegB,44.493667,-122.963833,140,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B030,BSM,Installed,Operable,"Fall Creek",OR,RegB,43.9713,-122.7717,263.6,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B031,BSM,Installed,Operable,Drain,OR,RegB,43.6643,-123.3967,71,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B032,BSM,Installed,Operable,Drain,OR,RegB,43.668,-123.3923,63.8,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B033,BSM,Installed,Operable,Glide,OR,RegB,43.2917,-123.1245,312.1,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B035,BSM,Installed,Operable,"Grants Pass",OR,RegB,42.50351,-123.38342,370,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B036,BSM,Installed,Operable,"Grants Pass",OR,RegB,42.505833,-123.381667,315.3,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B039,BSM,Installed,Operable,Gazelle,CA,RegB,41.4667,-122.4847,923.9,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B040,BSM,Installed,Operable,Montague,CA,RegB,41.8308,-122.4205,819.5,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B045,BSM,Installed,Operable,Pepperwood,CA,RegC,40.436,-123.9965,29.4,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B046,SEISMIC,Installed,Operable,Petrolia,CA,RegC,40.32197,-124.2843,44,PBO,"NOTA, PBO",Seismometers,0,,,,,"Status Unavailable"
B047,SEISMIC,Installed,Operable,,CA,RegC,40.249933,-124.169848,80,PBO,"NOTA, PBO",Seismometers,0,,,,,"Status Unavailable"
B049,SEISMIC,Installed,Operable,Miranda,CA,RegC,40.2375,-123.8197,117,PBO,"NOTA, PBO",Seismometers,0,,,,,"Status Unavailable"
B054,BSM,Installed,Operable,Orinda,CA,RegC,37.8602,-122.1995,405.6,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B057,BSM,Installed,Operable,"Lucas Valley",CA,RegC,38.0273,-122.5655,14.4,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B058,BSM,Installed,Operable,"San Juan Bautista",CA,RegC,36.7995,-121.5808,114.2,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B065,BSM,Installed,Operable,"San Juan Bautista",CA,RegC,36.74366667,-121.4741667,643,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B066,BSM,Installed,Operable,"San Juan Bautista",CA,RegC,36.8575333,-121.592167,67,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B067,BSM,Installed,Operable,"San Juan Bautista",CA,RegC,36.765,-121.5655,126.2,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B072,BSM,Installed,Operable,Parkfield,CA,RegC,35.831,-120.345,397.7,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B073,BSM,Installed,Operable,Parkfield,CA,RegC,35.9467,-120.4717,535.28,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B075,BSM,Installed,Operable,Parkfield,CA,RegC,35.9292,-120.5153,583,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B076,BSM,Installed,Operable,Parkfield,CA,RegC,35.9398,-120.4248,445,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B078,BSM,Installed,Operable,Parkfield,CA,RegC,35.8377,-120.3452,386.8,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B079,BSM,Installed,Operable,Parkfield,CA,RegC,35.7157,-120.2057,436.6,PBO,"NOTA Affiliated, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B081,BSM,Installed,Operable,"Mountain Center ",CA,RegA,33.711167,-116.714167,1467,PBO,"NOTA, PBO","Borehole Strainmeters, Meteorological Stations",0,,,,,"Status Unavailable"
B082,BSM,Installed,Inoperable,Anza,CA,RegA,33.598182,-116.5960046,1374.842,PBO,"NOTA Affiliated, PBO","Borehole Strainmeters",0,,,,,"Status Unavailable"
B084,BSM,Installed,Operable,Anza,CA,RegA,33.61157,-116.45637,1271,PBO,"NOTA, PBO","Borehole Strainmeters, Meteorological Stations",0,,,,,"Status Unavailable"
B086,BSM,Installed,Operable,Anza,CA,RegA,33.5575,-116.531,1392,PBO,"NOTA, PBO","Borehole Strainmeters, Meteorological Stations",0,,,,,"Status Unavailable"
B087,BSM,Installed,Operable,Anza,CA,RegA,33.4955,-116.6026667,1139,PBO,"NOTA, PBO","Borehole Strainmeters, Meteorological Stations",0,,,,,"Status Unavailable"
B088,BSM,Installed,Operable,Aguanga,CA,RegA,33.37495,-116.62052,1403.87,PBO,"NOTA, PBO","Borehole Strainmeters, Meteorological Stations",0,,,,,"Status Unavailable"
B089,BSM,Installed,Operable,Anza,CA,RegA,33.59989,-116.59612,1362,PBO,"NOTA, PBO","Borehole Strainmeters",0,,,,,"Status Unavailable"
B093,BSM,Installed,Operable,Anza,CA,RegA,33.5937,-116.7638,1244,PBO,"NOTA, PBO","Borehole Strainmeters",0,,,,,"Status Unavailable"
B201,BSM,Installed,Operable,"Mount Saint Helens",WA,RegA,46.3033,-122.2648,990,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Tiltmeters",0,,,,,"Status Unavailable"
B202,BSM,Installed,Operable,"Mt St Helens",WA,RegA,46.2447,-122.1367,1218.6,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Tiltmeters",0,,,,,"Status Unavailable"
B203,BSM,Installed,Operable,"Mt St Helens",WA,RegA,46.169,-122.3337,814.4,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Tiltmeters",0,,,,,"Status Unavailable"
B204,BSM,Installed,Operable,"Mt St Helens",WA,RegA,46.136,-122.169,784.2,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Tiltmeters",0,,,,,"Status Unavailable"
B206,BSM,Installed,Inoperable,Yellowstone,WY,RegD,44.7177,-110.5117,2399.5,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B207,BSM,Installed,Operable,Yellowstone,WY,RegD,44.619,-110.8485,2182,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Tiltmeters",0,,,,,"Status Unavailable"
B208,BSM,Installed,Operable,Yellowstone,WY,RegD,44.5602,-110.4015,2405.8,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Tiltmeters",0,,,,,"Status Unavailable"
B900,BSM,Installed,Operable,Parkfield,CA,RegC,35.686,-120.003,219.5,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B901,BSM,Installed,Operable,Parkfield,CA,RegC,35.6897,-120.142,275.3,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B916,BSM,Installed,Operable,Ridgecrest,CA,RegA,36.1925,-117.6685,1859.9,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B917,BSM,Installed,Operable,Ridgecrest,CA,RegA,35.4053,-117.2588,1192,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B918,BSM,Installed,Operable,"China Lake",CA,RegA,35.9357,-117.6017,1042.6,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B921,BSM,Installed,Operable,Ridgecrest,CA,RegA,35.5865,-117.4622,694.5,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B926,BSM,Installed,Operable,"Lake Cowichan",BC,RegA,48.8202,-124.1312,191.6,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B927,BSM,Installed,Operable,"Port Alberni",BC,RegA,49.2188,-124.8113,39,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B928,BSM,Installed,Operable,Bamfield,BC,RegA,48.8337,-125.1345,9.5,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B932,SEISMIC,Installed,Operable,Petrolia,CA,RegC,40.275,-124.2212,52,PBO,"NOTA, PBO",Seismometers,0,,,,,"Status Unavailable"
B933,BSM,Installed,Operable,"Thorn Junction",CA,RegC,40.06,-123.969,268.1,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
B934,BSM,Installed,Operable,Leggett,CA,RegC,39.8445,-123.6914,331,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B935,BSM,Installed,Operable,Dinsmore,CA,RegC,40.4787,-123.5732,696.7,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B941,BSM,Installed,Operable,Kapowsin,WA,RegB,46.9868,-122.219,151,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B943,BSM,Installed,Operable,Seattle,WA,RegB,47.8132,-122.9113,84.2,PBO,"NOTA, PBO","Borehole Strainmeters, Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B944,BSM,Installed,Operable,Yellowstone,WY,RegD,44.3897,-110.5438,2364.6,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Tiltmeters, Meteorological Stations",0,,,,,"Status Unavailable"
B945,SEISMIC,Installed,Operable,Yellowstone,WY,RegD,44.894,-110.7441,2241.4,PBO,"NOTA, PBO","Seismometers, Tiltmeters",0,,,,,"Status Unavailable"
B946,BSM,Installed,Operable,Anza,Ca,RegA,33.5373,-116.5925,1429,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
B948,BSM,Installed,Operable,"Parkfield ",CA,RegC,35.83372,-120.34324,428,PBO,"NOTA, PBO","Meteorological Stations",0,,,,,"Status Unavailable"
B950,BSM,Installed,Operable,Yellowstone,WY,RegD,44.7128,-110.6785,2328.4,PBO,"NOTA, PBO","Borehole Strainmeters, Seismometers, Tiltmeters",0,,,,,"Status Unavailable"
BACK,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-74.430448,-102.478214,37.7,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
BAKU,GPS,Installed,Operable,Baku,Baku,N/A,40.3721,49.8144,94,PI,PI,GPS,0,,,,,OK
BAR1,GPS,Installed,Operable,"Santa Barbara Island",CA,SW,33.480455202817275,-119.02974240511145,14.81656192080292,PBO,"NOTA, PBO",GPS,1,1327,1268,72,30,OK
BARA,GPS,Installed,Operable,Barahona,Barahona,Coco,18.208699581809604,-71.09822686302658,6.756904170558698,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,286,262,99,100,OK
BARO,GPS,Installed,Operable,Barrow,AK,Arct,71.325047,-156.667677,11.5,Polar,Polar,GPS,0,,,,,"Status Unavailable"
BATC,GPS,Installed,Operable,"Barry Arm Landslide",Alaska,AK,61.141736,-148.17525,1038.98,Other,Other,GPS,0,,,,,"Status Unavailable"
BATG,GPS,Installed,Operable,"Ross Ice Shelf",Antarctica,AntA,-79.01098,170.72451,31.087,Polar,Polar,GPS,0,,,,,"Status Unavailable"
BBDM,GPS,Installed,Operable,Solvang,CA,SW,34.582201464454826,-119.98151968849552,204.8957139878338,PBO,"NOTA, PBO",GPS,1,1133,1145,100,100,OK
BBRY,GPS,Installed,Operable,"Big Bear City",CA,SW,34.26427977559103,-116.88424528147428,2051.0868850285297,PBO,"NOTA, PBO",GPS,1,1148,1147,0,0,OK
BCWR,GPS,Installed,Operable,"Bitter Creek Wildlife Refuge",California,SW,34.9204636516052,-119.405854509167,1332.9295294874446,USGS,,GPS,1,-1,-1,100,100,OK
BCYI,GPS,Installed,Operable,Challis,Idaho,N/A,44.31561534413799,-113.40584953125034,2173.3930139348486,Other,Other,GPS,0,,,,,"Status Unavailable"
BDLA,GPS,Installed,Operable,"Bahia de los Angeles","Baja California",Mex,28.972023,-113.547221,-31.166,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
BEAN,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-75.9563,-69.30216,892.4,Polar,Polar,GPS,0,,,,,"Status Unavailable"
BEMT,GPS,Installed,Operable,"Twentynine Palms",CA,SW,34.00053374971018,-115.99819337217315,1373.661676910166,PBO,"NOTA, PBO",GPS,1,61,78,97,100,OK
BENN,GPS,Installed,Operable,"Horlick Mountains",Antarctica,AntA,-84.7864605277778,-116.459784611111,1417,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
BEPK,GPS,Installed,Operable,"S. Sierra Nevada Mtns",CA,SW,35.8783885063425,-118.07409704380163,2471.1195409291213,PBO,"NOTA, PBO",GPS,1,1096,1085,100,100,OK
BERP,GPS,Installed,Operable,"Marie Byrd Land",Antarctica,AntA,-74.54594,-111.8846,312,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
BFSP,GPS,Installed,Operable,,,SW,40.784773,-113.829814,1268,PI,PI,GPS,0,,,,,OK
BGGY,GPS,Installed,Operable,-,-,Coco,17.045120668261795,-61.86116260663658,356.31558687752477,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,606,580,100,100,OK
BGIS,GPS,Installed,Operable,"Bell Gardens",California,SW,33.96712052636999,-118.15970258987369,2.784429427604661,USGS,,GPS,1,-1,-1,100,100,OK
BIJA,GPS,Installed,Operable,Bijagual,Puntarenas,noUS,9.749975498636292,-84.57686760674642,555.6558603773436,PI,PI,"GPS, Meteorological Stations",0,,,,,OK
BILL,GPS,Installed,Operable,Temecula,CA,SW,33.578245597927456,-117.0646055672891,470.067085744816,PBO,"NOTA, PBO",GPS,1,86,81,100,100,OK
BIS0,GPS,Installed,Operable,,,noUS,4.8910029078488915,-75.33598102167622,5088.392855597937,COCONet,"NOTA Affiliated, COCONet",GPS,0,,,,,"Status Unavailable"
BKAP,GPS,Installed,Operable,Baker,CA,SW,35.28704683765231,-116.08042676146007,252.0612546748647,PBO,"NOTA, PBO",GPS,1,2,4,100,100,OK
BKMS,GPS,Installed,Operable,"Pico Rivera",CA,SW,33.962260821895406,-118.09470442336922,11.006338094077964,PBO,"NOTA, PBO",GPS,1,1147,1143,100,100,OK
BKON,GPS,Installed,Operable,,,AK,55.159497507813256,-159.57016661308043,173.34526799269472,PI,PI,GPS,0,,,,,OK
BLA1,GPS,Installed,Operable,Blacksburg,VA,East,37.21134880527446,-80.4205094981831,605.7115217612834,PBO,"NOTA, PBO",GPS,1,73,79,100,100,OK
BLAS,GPS,Installed,Operable,"NE Greenland National Park",Greenland,Arct,79.53860897143721,-22.974724964604434,484.08697627960424,Polar,Polar,GPS,0,,,,,OK
BLDF,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-77.72374,162.25795,100,Polar,Polar,GPS,0,,,,,"Status Unavailable"
BLW2,GPS,Installed,Operable,Boulder,WY,East,42.76712635488845,-109.55780375976286,2215.605375584891,PBO,"NOTA, PBO",GPS,1,283,309,100,100,OK
BLYN,GPS,Installed,Inoperable,Blyn,WA,NW,48.01605711051478,-122.92754126045065,613.2370717809702,Other,Other,GPS,0,,,,,"Status Unavailable"
BLYT,GPS,Installed,Operable,Blythe,California,SW,33.61041418293996,-114.71485308021983,85.94321291903415,USGS,,GPS,1,-1,-1,99,100,OK
BMHL,GPS,Installed,Operable,"Twentynine Palms",CA,SW,34.251444633225,-116.05298028141436,722.6630946056038,PBO,"NOTA, PBO",GPS,1,27,22,100,100,OK
BNTL,GPS,Installed,Operable,Gojuakati,,noUS,22.498134,89.230086,-48.4,PI,PI,GPS,0,,,,,"Status Unavailable"
BNZA,GPS,Installed,Operable,,,noUS,-1.8977900880095087,29.297291298389098,1709.0018906164798,PI,PI,GPS,1,1046,1076,92,100,"Status Unavailable"
BOAR,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-75.043891,-100.592665,72.8,Polar,Polar,GPS,0,,,,,"Status Unavailable"
BOB1,GPS,Installed,Operable,"Thwaites Glacier",Antarctica,AntA,-75.028809,-105.58454,53,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
BOM2,GPS,Installed,Operable,"Ross Island",,AntA,-77.5089,167.4402,1966,Polar,Polar,GPS,0,,,,,OK
BOMG,GPS,Installed,Operable,"Bombay Beach",California,SW,33.36462875141167,-115.72970746486709,-84.21464491233603,USGS,,GPS,1,-1,-1,99,100,OK
BOMR,GPS,Installed,Operable,Honomu,Hawaii,N/A,19.870859,-155.112148,101.5,PI,PI,GPS,1,-1,-1,99,100,OK
BON2,GPS,Installed,Operable,Bongo,Guanacaste,noUS,9.764531026588136,-85.20250818123463,28.322821284013322,PI,PI,GPS,0,,,,,OK
BOZ1,BSM,Installed,Operable,Armutlu,,N/A,40.534524,28.782045,70,GONAF,"NOTA, GONAF","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
BRAN,GPS,Installed,Operable,"Brand Basin",California,SW,34.18489686400532,-118.27705591010783,246.2674858410472,USGS,,GPS,1,-1,-1,99,100,OK
BRN2,GPS,Installed,Inoperable,Biratnagar,,noUS,26.51964,87.27206,79,Other,Other,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
BRSG,GPS,Installed,Operable,"St. George's","St. George's Island",noUS,32.37040277777778,-64.69635833333334,-10,Other,Other,GPS,0,,,,,"Status Unavailable"
BRYN,GPS,Installed,Operable,,,N/A,41.207583,-112.423837,1268.3827,PI,PI,GPS,0,,,,,OK
BSA1,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-67.81604,-67.29071,127.6,Other,Other,GPS,0,,,,,"Status Unavailable"
BSRY,GPS,Installed,Operable,Barstow,CA,SW,34.91861275664416,-117.01199605900473,613.5174824593279,PBO,"NOTA, PBO",GPS,1,23,25,100,100,OK
BTDM,GPS,Installed,Operable,"La Canada",CA,SW,34.29280804969638,-118.1882317918112,678.2738223240148,PBO,"NOTA, PBO",GPS,0,,,,,"Status Unavailable"
BUEG,GPS,Installed,Operable,Buellton,California,SW,34.61284875,-120.19640775,74.7945,USGS,,GPS,1,-1,-1,99,100,OK
BUMS,GPS,Installed,Operable,,,AntA,-85.961,174.498,2648.9,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
BURI,GPS,Installed,Operable,"Cook Mountains",Antarctica,AntA,-79.14744459,155.89416908,2007,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
BURN,GPS,Installed,Operable,"Burns Junction",OR,NW,42.779500497712824,-117.84353205320915,1180.9094170606727,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,206,280,100,100,OK
BUY1,BSM,Installed,Operable,Adalar,,noUS,40.839997,29.123121,47,GONAF,"NOTA, GONAF","Borehole Strainmeters, Seismometers, Meteorological Stations",0,,,,,"Status Unavailable"
