Iteration 1/6656: Lever: [-26.8495705   -1.12798126  36.33165477], Offset: 1996.0000, RMSE: 582.5176
Iteration 246/6656: Lever: [-10.29638139  -4.41081611  34.15855003], Offset: 2007.0000, RMSE: 394.5161
Iteration 247/6656: Lever: [-13.50588525  -6.43503592  36.18314859], Offset: 2008.0000, RMSE: 595.8917
Iteration 248/6656: Lever: [-24.77211995   5.9921831   21.34907781], Offset: 1996.0000, RMSE: 317.4390
Iteration 249/6656: Lever: [-22.67520965   6.5452903    8.39590517], Offset: 1997.0000, RMSE: 275.5560
Iteration 250/6656: Lever: [-22.20354277   4.94394783  22.8930407 ], Offset: 1998.0000, RMSE: 277.4267
Iteration 251/6656: Lever: [-19.68660744   5.63262289  20.9965581 ], Offset: 1999.0000, RMSE: 228.1478
Iteration 252/6656: Lever: [-17.38951999   5.50055914  11.54094293], Offset: 2000.0000, RMSE: 204.4113
Iteration 253/6656: Lever: [-17.79459155   2.94784599  29.72983206], Offset: 2001.0000, RMSE: 269.9826
Iteration 254/6656: Lever: [-15.06522206   3.0775495   12.5899217 ], Offset: 2002.0000, RMSE: 236.6899
Iteration 255/6656: Lever: [-14.28300825   0.89811277  22.13365363], Offset: 2003.0000, RMSE: 297.1638
Iteration 256/6656: Lever: [-13.83119057  -1.38089931  29.8501945 ], Offset: 2004.0000, RMSE: 352.0025
Iteration 257/6656: Lever: [-12.48798252  -0.31588568  28.76941554], Offset: 2005.0000, RMSE: 330.7658
Iteration 258/6656: Lever: [-12.37036004  -1.92294878  40.28290879], Offset: 2006.0000, RMSE: 386.6963
Iteration 259/6656: Lever: [-11.1878566   -3.8427257   37.70709027], Offset: 2007.0000, RMSE: 416.1911
Iteration 260/6656: Lever: [-11.1825084   -4.04782259  38.85093219], Offset: 2008.0000, RMSE: 489.1572
Iteration 261/6656: Lever: [-22.90121036   7.0520423   12.49991683], Offset: 1996.0000, RMSE: 297.4783
Iteration 262/6656: Lever: [-22.95735297   6.01346071  12.90070543], Offset: 1997.0000, RMSE: 294.7870
Iteration 263/6656: Lever: [-21.17253486   7.06647802  23.37288167], Offset: 1998.0000, RMSE: 203.8329
Iteration 264/6656: Lever: [-19.49702609   6.13075     21.06922135], Offset: 1999.0000, RMSE: 210.5969
Iteration 265/6656: Lever: [-19.1977635    2.94323945  19.80746046], Offset: 2000.0000, RMSE: 303.0927
Iteration 266/6656: Lever: [-16.11860271   4.96238359  20.90821008], Offset: 2001.0000, RMSE: 187.3107
Iteration 267/6656: Lever: [-16.11308092   1.59641287  19.07466988], Offset: 2002.0000, RMSE: 295.4495
Iteration 268/6656: Lever: [-14.80674182  -0.28522545  29.67349509], Offset: 2003.0000, RMSE: 339.4211
Iteration 269/6656: Lever: [-13.61742412  -0.29571693  26.43192483], Offset: 2004.0000, RMSE: 323.0467
Iteration 270/6656: Lever: [-11.91454437  -1.11934534  16.60537887], Offset: 2005.0000, RMSE: 323.8182
Iteration 271/6656: Lever: [-12.36301892  -2.14752207  37.8907153 ], Offset: 2006.0000, RMSE: 387.9581
Iteration 272/6656: Lever: [-14.01621894  -4.07489101  37.51018501], Offset: 2007.0000, RMSE: 531.6922
Iteration 273/6656: Lever: [-12.49546729  -5.88034243  36.03186974], Offset: 2008.0000, RMSE: 551.3610
Iteration 274/6656: Lever: [-24.32490007   7.82388074  19.70823612], Offset: 1996.0000, RMSE: 251.9067
Iteration 275/6656: Lever: [-23.22230323   6.32631652  13.02188405], Offset: 1997.0000, RMSE: 284.4070
Iteration 276/6656: Lever: [-22.07153049   5.557851    28.59108117], Offset: 1998.0000, RMSE: 257.0069
Iteration 277/6656: Lever: [-20.64639406   5.06815119  27.04098491], Offset: 1999.0000, RMSE: 256.7226
Iteration 278/6656: Lever: [-18.24882785   4.39415868  12.99646515], Offset: 2000.0000, RMSE: 247.3570
Iteration 279/6656: Lever: [-18.35563179   2.39508197  38.2571595 ], Offset: 2001.0000, RMSE: 294.7098
Iteration 280/6656: Lever: [-15.53610096   2.56540893  12.39227711], Offset: 2002.0000, RMSE: 259.2949
Iteration 281/6656: Lever: [-13.95813861   0.85555954  20.48994968], Offset: 2003.0000, RMSE: 291.8258
Iteration 282/6656: Lever: [-13.1875612   -1.39839446  23.82385827], Offset: 2004.0000, RMSE: 338.7023
Iteration 283/6656: Lever: [-12.84337029  -3.00705773  23.47265835], Offset: 2005.0000, RMSE: 387.0435
Iteration 284/6656: Lever: [-11.00876935  -1.08053362  26.61018804], Offset: 2006.0000, RMSE: 329.3523
Iteration 285/6656: Lever: [-9.66037667 -5.57480738 39.63866192], Offset: 2007.0000, RMSE: 399.2249
Iteration 286/6656: Lever: [-11.73561483  -3.89421413  37.03452829], Offset: 2008.0000, RMSE: 513.6287
Iteration 287/6656: Lever: [-23.85746326   6.54441481  12.63156266], Offset: 1996.0000, RMSE: 304.0279
Iteration 288/6656: Lever: [-21.38009261  10.68050069   1.40742333], Offset: 1997.0000, RMSE: 138.8668
Iteration 289/6656: Lever: [-22.55776733   5.608514    31.32599759], Offset: 1998.0000, RMSE: 259.8134
Iteration 290/6656: Lever: [-19.19540874   3.51085993  19.54199351], Offset: 1999.0000, RMSE: 304.7108
Iteration 291/6656: Lever: [-18.87579798   5.02350704  12.29486987], Offset: 2000.0000, RMSE: 242.2893
Iteration 292/6656: Lever: [-17.30559663   3.14193401  31.94287242], Offset: 2001.0000, RMSE: 255.8129
Iteration 293/6656: Lever: [-16.11893115   1.27694081  14.47731143], Offset: 2002.0000, RMSE: 303.9980
Iteration 294/6656: Lever: [-13.52243404   1.57560385  18.69866814], Offset: 2003.0000, RMSE: 263.7148
Iteration 295/6656: Lever: [-12.84211881  -0.02953122  21.54064313], Offset: 2004.0000, RMSE: 297.3878
Iteration 296/6656: Lever: [-12.78058751  -4.22622043  26.01225908], Offset: 2005.0000, RMSE: 414.9270
Iteration 297/6656: Lever: [-12.65655207  -2.87036002  32.51685308], Offset: 2006.0000, RMSE: 405.5596
Iteration 298/6656: Lever: [-11.89331878  -4.66147469  39.47595131], Offset: 2007.0000, RMSE: 450.5411
Iteration 299/6656: Lever: [-13.85356266  -4.31789239  39.84133031], Offset: 2008.0000, RMSE: 608.3865
Iteration 300/6656: Lever: [-24.67601823   5.38407704  22.33548567], Offset: 1996.0000, RMSE: 341.5654
Iteration 301/6656: Lever: [-24.96494965   5.2059195   17.2976458 ], Offset: 1997.0000, RMSE: 336.5488
Iteration 302/6656: Lever: [-22.18065923   5.17481159  27.01399338], Offset: 1998.0000, RMSE: 269.4831
Iteration 303/6656: Lever: [-19.48522705   6.52091826  17.93460042], Offset: 1999.0000, RMSE: 199.1215
Iteration 304/6656: Lever: [-18.82490932   4.36128786  14.3925214 ], Offset: 2000.0000, RMSE: 257.2632
Iteration 305/6656: Lever: [-15.92983935   4.97426737  21.77461644], Offset: 2001.0000, RMSE: 183.7494
Iteration 306/6656: Lever: [-15.05197922   2.89788803  12.17580361], Offset: 2002.0000, RMSE: 240.9467
Iteration 307/6656: Lever: [-14.4268197    0.13910795  26.06547048], Offset: 2003.0000, RMSE: 320.3189
Iteration 308/6656: Lever: [-13.05533133  -1.27485716  25.05943383], Offset: 2004.0000, RMSE: 332.6869
Iteration 309/6656: Lever: [-13.5225484   -4.13846252  28.76341108], Offset: 2005.0000, RMSE: 429.3463
Iteration 310/6656: Lever: [-14.71425508  -3.72565371  39.39097062], Offset: 2006.0000, RMSE: 488.7397
Iteration 311/6656: Lever: [-12.25246265  -2.17812521  39.94898651], Offset: 2007.0000, RMSE: 450.2928
Iteration 312/6656: Lever: [-12.03226288  -4.80184533  40.80722708], Offset: 2008.0000, RMSE: 526.8646
Iteration 313/6656: Lever: [-23.51372935   8.32684099  10.45447381], Offset: 1996.0000, RMSE: 238.2779
Iteration 314/6656: Lever: [-21.44515383  10.46380509   2.06921875], Offset: 1997.0000, RMSE: 144.7967
Iteration 315/6656: Lever: [-19.7147663    9.80413145  10.11368149], Offset: 1998.0000, RMSE: 116.4545
Iteration 316/6656: Lever: [-17.93776102   8.27602294   8.89350166], Offset: 1999.0000, RMSE: 132.5242
Iteration 317/6656: Lever: [-17.89181536   5.65803273   8.83135956], Offset: 2000.0000, RMSE: 206.9379
Iteration 318/6656: Lever: [-15.58837799   5.31654974  18.91987979], Offset: 2001.0000, RMSE: 169.3574
Iteration 319/6656: Lever: [-13.00948427   5.41728842   3.77288162], Offset: 2002.0000, RMSE: 138.6353
Iteration 320/6656: Lever: [-12.68148335   3.4072214   15.75456184], Offset: 2003.0000, RMSE: 200.1916
Iteration 321/6656: Lever: [-10.72593561   1.79935705  10.50383473], Offset: 2004.0000, RMSE: 208.0743
Iteration 322/6656: Lever: [-9.52320379  0.50266385  8.03080587], Offset: 2005.0000, RMSE: 227.9120
Iteration 323/6656: Lever: [-15.52646167  -0.62289366  36.4643882 ], Offset: 2006.0000, RMSE: 522.7330
Iteration 324/6656: Lever: [-14.99585473  -1.90417946  37.81051857], Offset: 2007.0000, RMSE: 579.6043
Iteration 325/6656: Lever: [-12.45268224  -2.36053564  33.38827283], Offset: 2008.0000, RMSE: 553.8625
Iteration 326/6656: Lever: [-24.48697801   6.34888176  20.70773624], Offset: 1996.0000, RMSE: 305.6969
Iteration 327/6656: Lever: [-23.1895347    7.32341899  12.18686237], Offset: 1997.0000, RMSE: 251.6721
Iteration 328/6656: Lever: [-20.81741836   7.61596215  18.77921809], Offset: 1998.0000, RMSE: 184.6534
Iteration 329/6656: Lever: [-18.28614595   7.84799826  11.8585488 ], Offset: 1999.0000, RMSE: 147.7701
Iteration 330/6656: Lever: [-15.67226806   8.57426833  -2.26007435], Offset: 2000.0000, RMSE: 100.2755
Iteration 331/6656: Lever: [-15.49504374   5.32779112  17.35646931], Offset: 2001.0000, RMSE: 167.6401
Iteration 332/6656: Lever: [-13.51353814   4.05084181   8.27931903], Offset: 2002.0000, RMSE: 184.1873
Iteration 333/6656: Lever: [-12.6985407    3.10245629  17.0392055 ], Offset: 2003.0000, RMSE: 207.6552
Iteration 334/6656: Lever: [-12.46139479   0.50201922  25.46757516], Offset: 2004.0000, RMSE: 276.4301
Iteration 335/6656: Lever: [-11.2748238   -0.50047156  20.08124514], Offset: 2005.0000, RMSE: 293.6662
Iteration 336/6656: Lever: [-12.2515239   -1.76842317  39.29317222], Offset: 2006.0000, RMSE: 381.0383
Iteration 337/6656: Lever: [-10.44018144  -1.3833344   38.72807471], Offset: 2007.0000, RMSE: 371.0083
Iteration 338/6656: Lever: [-8.32997099  0.19663407 32.13130189], Offset: 2008.0000, RMSE: 378.2076
Iteration 339/6656: Lever: [-24.21263266   7.54831215  19.10710089], Offset: 1996.0000, RMSE: 262.4478
Iteration 340/6656: Lever: [-22.03114212   9.97229064   6.61727077], Offset: 1997.0000, RMSE: 163.8377
Iteration 341/6656: Lever: [-19.54812156   9.7155898   10.09110209], Offset: 1998.0000, RMSE: 117.5880
Iteration 342/6656: Lever: [-17.13343877   9.8590733    7.67712842], Offset: 1999.0000, RMSE: 86.4315
Iteration 343/6656: Lever: [-17.82250385   5.48922879  11.73935722], Offset: 2000.0000, RMSE: 210.3129
Iteration 344/6656: Lever: [-15.76585187   4.21456681  19.79915214], Offset: 2001.0000, RMSE: 204.2792
Iteration 345/6656: Lever: [-11.97310194   6.82614986   0.75009208], Offset: 2002.0000, RMSE: 88.7408
Iteration 346/6656: Lever: [-13.75280287   1.88057279  17.96563238], Offset: 2003.0000, RMSE: 261.1317
Iteration 347/6656: Lever: [-11.4652998    1.11123457  16.49196249], Offset: 2004.0000, RMSE: 239.4017
Iteration 348/6656: Lever: [-10.88470073   1.85222422  18.49751244], Offset: 2005.0000, RMSE: 251.3685
Iteration 349/6656: Lever: [-11.46633656  -2.41510153  28.99843453], Offset: 2006.0000, RMSE: 359.6547
Iteration 350/6656: Lever: [-11.38007103  -2.42848431  39.6049371 ], Offset: 2007.0000, RMSE: 413.1175
Iteration 351/6656: Lever: [-13.10190933  -3.86294209  38.0267581 ], Offset: 2008.0000, RMSE: 575.4573
Iteration 352/6656: Lever: [-24.4835224    9.44006582  20.20062877], Offset: 1996.0000, RMSE: 199.6036
Iteration 353/6656: Lever: [-21.78144518   9.71888499   5.41581759], Offset: 1997.0000, RMSE: 167.7414
Iteration 354/6656: Lever: [-20.06383811   9.3864087   14.09750114], Offset: 1998.0000, RMSE: 129.4752
Iteration 355/6656: Lever: [-17.45373001   9.59655945   5.8683979 ], Offset: 1999.0000, RMSE: 94.2531
Iteration 356/6656: Lever: [-17.76221269   6.2605814   11.65572655], Offset: 2000.0000, RMSE: 189.4988
Iteration 357/6656: Lever: [-14.64190263   6.63772459  12.48917375], Offset: 2001.0000, RMSE: 120.1812
Iteration 358/6656: Lever: [-13.82294555   4.13281405   5.0596402 ], Offset: 2002.0000, RMSE: 186.2769
Iteration 359/6656: Lever: [-10.88463146   4.82872924   3.53907638], Offset: 2003.0000, RMSE: 129.1085
Iteration 360/6656: Lever: [-10.86423623   2.11120025  11.27171601], Offset: 2004.0000, RMSE: 202.8041
Iteration 361/6656: Lever: [-14.39621289  -2.53125919  30.66025946], Offset: 2005.0000, RMSE: 425.1116
Iteration 362/6656: Lever: [-10.66186186  -0.90154884  25.96213543], Offset: 2006.0000, RMSE: 315.0616
Iteration 363/6656: Lever: [-10.71855354  -0.85500191  39.66590395], Offset: 2007.0000, RMSE: 383.3185
Iteration 364/6656: Lever: [-1.13944390e+01 -1.64409961e-03  3.59633734e+01], Offset: 2008.0000, RMSE: 526.3026
Iteration 365/6656: Lever: [-24.5237962    6.22601718  20.05136109], Offset: 1996.0000, RMSE: 310.0781
Iteration 366/6656: Lever: [-22.9886498    7.64353154  11.0949911 ], Offset: 1997.0000, RMSE: 239.9272
Iteration 367/6656: Lever: [-20.57463157   7.95769317  20.80121855], Offset: 1998.0000, RMSE: 173.2088
Iteration 368/6656: Lever: [-17.36507832   9.27861241   7.90237386], Offset: 1999.0000, RMSE: 101.3054
Iteration 369/6656: Lever: [-16.29453229   7.59421517   4.46951696], Offset: 2000.0000, RMSE: 131.4785
Iteration 370/6656: Lever: [-14.13100337   7.01290147   8.29139684], Offset: 2001.0000, RMSE: 103.9831
Iteration 371/6656: Lever: [-13.22435889   5.01866171   2.98274072], Offset: 2002.0000, RMSE: 152.5346
Iteration 372/6656: Lever: [-13.30456767   2.00627179  21.23181636], Offset: 2003.0000, RMSE: 247.9070
Iteration 373/6656: Lever: [-12.49583399   1.00849312  19.22533071], Offset: 2004.0000, RMSE: 266.8732
Iteration 374/6656: Lever: [-12.02648177  -1.30344693  20.84506062], Offset: 2005.0000, RMSE: 330.2906
Iteration 375/6656: Lever: [-12.55795449  -2.06861858  40.10338762], Offset: 2006.0000, RMSE: 394.7471
Iteration 376/6656: Lever: [-11.71951969  -1.0125999   36.44639538], Offset: 2007.0000, RMSE: 429.5100
Iteration 377/6656: Lever: [-12.46696217  -3.62575617  39.10821833], Offset: 2008.0000, RMSE: 546.6195
Iteration 378/6656: Lever: [-24.19677542   8.38420323  14.62795101], Offset: 1996.0000, RMSE: 232.2878
Iteration 379/6656: Lever: [-22.28654281   8.17267921   8.62768619], Offset: 1997.0000, RMSE: 218.1593
Iteration 380/6656: Lever: [-19.31225778  10.10202331   6.93224209], Offset: 1998.0000, RMSE: 106.8436
Iteration 381/6656: Lever: [-17.72760176   9.10810885  12.65336695], Offset: 1999.0000, RMSE: 108.2415
Iteration 382/6656: Lever: [-15.7660913    8.54817094   3.5695276 ], Offset: 2000.0000, RMSE: 102.0489
Iteration 383/6656: Lever: [-15.5105265    5.60388013  15.60654316], Offset: 2001.0000, RMSE: 160.3880
Iteration 384/6656: Lever: [-13.00173328   5.89463609   4.05446449], Offset: 2002.0000, RMSE: 127.3738
Iteration 385/6656: Lever: [-11.8740213    3.13130318   8.37199225], Offset: 2003.0000, RMSE: 191.8500
Iteration 386/6656: Lever: [-14.04192609  -0.97056092  31.00697577], Offset: 2004.0000, RMSE: 348.2030
Iteration 387/6656: Lever: [-11.21946624  -0.6763931   18.94249326], Offset: 2005.0000, RMSE: 295.5478
Iteration 388/6656: Lever: [-11.3981113   -3.30153858  31.09969119], Offset: 2006.0000, RMSE: 371.3923
Iteration 389/6656: Lever: [-9.83160618 -0.48296206 43.67943169], Offset: 2007.0000, RMSE: 343.9296
Iteration 390/6656: Lever: [-14.26302483  -6.15383416  40.02724269], Offset: 2008.0000, RMSE: 626.0445
Iteration 391/6656: Lever: [-24.49860763   7.96472044  21.84284611], Offset: 1996.0000, RMSE: 246.5833
Iteration 392/6656: Lever: [-22.60492143   8.75311249   6.96826049], Offset: 1997.0000, RMSE: 203.0858
Iteration 393/6656: Lever: [-20.74541965   8.14431887  22.6053286 ], Offset: 1998.0000, RMSE: 169.2172
Iteration 394/6656: Lever: [-19.4306224    6.86523677  20.38645785], Offset: 1999.0000, RMSE: 188.5980
Iteration 395/6656: Lever: [-15.56285182   8.56694026  -0.67041366], Offset: 2000.0000, RMSE: 98.8598
Iteration 396/6656: Lever: [-15.09461676   6.19223373  14.62505351], Offset: 2001.0000, RMSE: 138.4866
Iteration 397/6656: Lever: [-15.05799071   2.8723589   14.50387848], Offset: 2002.0000, RMSE: 241.7718
Iteration 398/6656: Lever: [-14.58655625   2.16356373  22.401456  ], Offset: 2003.0000, RMSE: 278.1482
Iteration 399/6656: Lever: [-13.42381787   0.21027453  23.47733122], Offset: 2004.0000, RMSE: 308.0362
Iteration 400/6656: Lever: [-8.69688742  0.80947398  6.02532416], Offset: 2005.0000, RMSE: 204.4790
Iteration 401/6656: Lever: [-13.12151829  -3.47694652  40.07065581], Offset: 2006.0000, RMSE: 428.2955
Iteration 402/6656: Lever: [-10.18959172  -1.54630213  42.67651982], Offset: 2007.0000, RMSE: 359.9047
Iteration 403/6656: Lever: [-12.8975404   -2.7866731   37.36446991], Offset: 2008.0000, RMSE: 571.1352
Iteration 404/6656: Lever: [-23.74144255   9.68197332  13.54511156], Offset: 1996.0000, RMSE: 189.0009
Iteration 405/6656: Lever: [-21.03231811  11.30760382   1.32311671], Offset: 1997.0000, RMSE: 121.8644
Iteration 406/6656: Lever: [-19.30808564  10.3845786    6.88583624], Offset: 1998.0000, RMSE: 100.4009
Iteration 407/6656: Lever: [-17.33473007   9.48574034   5.9590785 ], Offset: 1999.0000, RMSE: 95.8360
Iteration 408/6656: Lever: [-17.78546617   5.54972453  13.27574513], Offset: 2000.0000, RMSE: 207.9460
Iteration 409/6656: Lever: [-15.04127359   6.15744901  16.22834183], Offset: 2001.0000, RMSE: 138.5527
Iteration 410/6656: Lever: [-14.71411581   3.13036125  11.91996872], Offset: 2002.0000, RMSE: 228.4961
Iteration 411/6656: Lever: [-13.00290482   2.65851916  14.90705466], Offset: 2003.0000, RMSE: 224.9351
Iteration 412/6656: Lever: [-12.46724068   0.24748686  23.65698386], Offset: 2004.0000, RMSE: 282.3690
Iteration 413/6656: Lever: [-15.03227632  -1.61124196  31.08414641], Offset: 2005.0000, RMSE: 438.4705
Iteration 414/6656: Lever: [-12.00783833  -1.3318874   38.52047712], Offset: 2006.0000, RMSE: 368.8594
Iteration 415/6656: Lever: [-15.91514288  -2.51043907  39.88673505], Offset: 2007.0000, RMSE: 619.2446
Iteration 416/6656: Lever: [-11.75833072  -3.01502391  40.7129904 ], Offset: 2008.0000, RMSE: 515.8276
Iteration 417/6656: Lever: [-21.27940778  14.26427871  -5.6823046 ], Offset: 1996.0000, RMSE: 94.0223
Iteration 418/6656: Lever: [-19.84664816  12.90733377  -8.0307079 ], Offset: 1997.0000, RMSE: 92.1900
Iteration 419/6656: Lever: [-19.06463278  10.62894778   9.64151729], Offset: 1998.0000, RMSE: 93.8141
Iteration 420/6656: Lever: [-17.99324334   8.90898338   6.92855499], Offset: 1999.0000, RMSE: 116.2378
Iteration 421/6656: Lever: [-17.44270169   5.53948254  11.31930693], Offset: 2000.0000, RMSE: 203.7894
Iteration 422/6656: Lever: [-14.44976266   7.00364456   9.08351041], Offset: 2001.0000, RMSE: 107.8767
Iteration 423/6656: Lever: [-14.02620036   4.30718514   5.86185543], Offset: 2002.0000, RMSE: 185.3720
Iteration 424/6656: Lever: [-11.28349086   4.42010326   9.64113794], Offset: 2003.0000, RMSE: 146.0486
Iteration 425/6656: Lever: [-11.58196154   2.9239539   16.37264245], Offset: 2004.0000, RMSE: 208.8729
Iteration 426/6656: Lever: [-11.11188951   3.88263619  19.30382803], Offset: 2005.0000, RMSE: 266.6315
Iteration 427/6656: Lever: [-12.94584422  -0.16445368  37.97649053], Offset: 2006.0000, RMSE: 406.4704
Iteration 428/6656: Lever: [-8.25179378  2.48032166 37.27376887], Offset: 2007.0000, RMSE: 296.5770
Iteration 429/6656: Lever: [-10.69451284  -1.22158294  37.48205203], Offset: 2008.0000, RMSE: 477.4501
Iteration 430/6656: Lever: [-23.70690236  11.02636219   9.24056958], Offset: 1996.0000, RMSE: 151.0988
Iteration 431/6656: Lever: [-19.80858931  13.00469655  -7.43386625], Offset: 1997.0000, RMSE: 91.5192
Iteration 432/6656: Lever: [-18.73993885  11.23436614   4.20293005], Offset: 1998.0000, RMSE: 82.0376
Iteration 433/6656: Lever: [-17.02678065   9.90687667   4.2064883 ], Offset: 1999.0000, RMSE: 84.7774
Iteration 434/6656: Lever: [-14.65628333   9.81600492  -2.44265205], Offset: 2000.0000, RMSE: 69.5835
Iteration 435/6656: Lever: [-13.38432443   8.5020752   -0.63105866], Offset: 2001.0000, RMSE: 62.4321
Iteration 436/6656: Lever: [-12.0384291    6.75904725  -2.55249264], Offset: 2002.0000, RMSE: 91.3567
Iteration 437/6656: Lever: [-12.3278323    4.07418815  11.03532716], Offset: 2003.0000, RMSE: 177.2769
Iteration 438/6656: Lever: [-12.56617012   1.23718448  25.80984292], Offset: 2004.0000, RMSE: 265.1716
Iteration 439/6656: Lever: [-10.9375414    0.52262882  18.24262589], Offset: 2005.0000, RMSE: 266.6641
